1,1,1,1,Genesis,In the beginning God created the heavens and the earth.
1,1,1,2,Genesis,And the earth was waste and void; and darkness was upon the face of the deep: and the Spirit of God moved upon the face of the waters.
1,1,1,3,Genesis,"And God said, Let there be light: and there was light."
1,1,1,4,Genesis,"And God saw the light, that it was good: and God divided the light from the darkness."
1,1,1,5,Genesis,"And God called the light Day, and the darkness he called Night. And there was evening and there was morning, one day."
1,1,1,6,Genesis,"And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters."
1,1,1,7,Genesis,"And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so."
1,1,1,8,Genesis,"And God called the firmament Heaven. And there was evening and there was morning, a second day."
1,1,1,9,Genesis,"And God said, Let the waters under the heavens be gathered together unto one place, and let the dry land appear: and it was so."
1,1,1,10,Genesis,And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good.
1,1,1,11,Genesis,"And God said, Let the earth put forth grass, herbs yielding seed, [and] fruit-trees bearing fruit after their kind, wherein is the seed thereof, upon the earth: and it was so."
1,1,1,12,Genesis,"And the earth brought forth grass, herbs yielding seed after their kind, and trees bearing fruit, wherein is the seed thereof, after their kind: and God saw that it was good."
1,1,1,13,Genesis,"And there was evening and there was morning, a third day."
1,1,1,14,Genesis,"And God said, Let there be lights in the firmament of heaven to divide the day from the night; and let them be for signs, and for seasons, and for days and years:"
1,1,1,15,Genesis,and let them be for lights in the firmament of heaven to give light upon the earth: and it was so.
1,1,1,16,Genesis,"And God made the two great lights; the greater light to rule the day, and the lesser light to rule the night: [he made] the stars also."
1,1,1,17,Genesis,"And God set them in the firmament of heaven to give light upon the earth,"
1,1,1,18,Genesis,"and to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good."
1,1,1,19,Genesis,"And there was evening and there was morning, a fourth day."
1,1,1,20,Genesis,"And God said, Let the waters swarm with swarms of living creatures, and let birds fly above the earth in the open firmament of heaven."
1,1,1,21,Genesis,"And God created the great sea-monsters, and every living creature that moveth, wherewith the waters swarmed, after their kind, and every winged bird after its kind: and God saw that it was good."
1,1,1,22,Genesis,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let birds multiply on the earth."
1,1,1,23,Genesis,"And there was evening and there was morning, a fifth day."
